City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
277,Jawhar,SO,2.78,45.5,76.93,79,100,15.35,overcast clouds,0.0,0
278,Pemberton,CA,50.32,-122.8,62.6,59,90,4.7,overcast clouds,0.0,0
279,Lompoc,US,34.64,-120.46,75.0,64,0,14.99,clear sky,0.0,0
280,Narsaq,GL,60.92,-46.05,48.2,93,75,5.82,light intensity drizzle,0.0,0
281,Cockburn Town,TC,21.46,-71.14,86.0,66,75,12.75,broken clouds,0.0,0
282,Tenango,MX,18.65,-98.18,82.99,27,20,4.7,few clouds,0.0,0
283,Jumla,NP,29.27,82.18,61.34,70,97,0.47,overcast clouds,0.0,0
284,Batticaloa,LK,7.71,81.69,79.79,83,100,7.4,overcast clouds,0.0,0
285,Sheopur,IN,25.67,76.7,87.48,63,100,14.03,overcast clouds,0.0,0
286,Karratha,AU,-20.74,116.85,65.16,33,0,15.61,clear sky,0.0,0
287,Chitral,PK,35.85,71.79,74.68,26,0,6.67,clear sky,0.0,0
288,Atar,MR,20.52,-13.05,99.61,17,0,10.33,clear sky,0.0,0
289,Ixtapa,MX,20.7,-105.2,89.01,66,40,10.29,scattered clouds,0.0,0
290,Harrison,US,30.41,-89.04,86.0,88,90,3.36,heavy intensity rain,4.32,0
291,Yuanping,CN,38.72,112.76,63.93,92,100,1.32,overcast clouds,0.0,0
292,New Norfolk,AU,-42.78,147.06,39.0,91,100,2.53,overcast clouds,0.0,0
293,Sao Francisco,BR,-15.95,-44.86,82.31,27,1,4.61,clear sky,0.0,0
294,Senador Jose Porfirio,BR,-2.59,-51.95,85.44,65,100,1.21,overcast clouds,0.0,0
295,Mangit,UZ,40.6,70.96,78.8,31,75,11.41,broken clouds,0.0,0
296,Tori,EE,58.48,24.82,55.99,97,58,3.91,broken clouds,0.0,0
297,Westerland,DE,54.91,8.3,55.4,66,0,20.8,clear sky,0.0,0
298,Maracas,BR,-13.44,-40.43,68.04,74,100,8.52,overcast clouds,0.0,0
299,Mangrol,IN,21.12,70.12,84.04,83,94,18.79,light rain,0.12,0
300,Bairiki,KI,1.33,172.98,82.4,78,40,8.05,scattered clouds,0.0,0
301,Gravdal,NO,68.12,13.5,53.6,81,40,8.05,scattered clouds,0.0,0
302,Olafsvik,IS,64.89,-23.71,50.95,82,100,10.76,overcast clouds,0.0,0
303,Roebourne,AU,-20.78,117.13,65.97,33,0,16.67,clear sky,0.0,0
304,Forestville,US,38.85,-76.88,90.0,62,75,8.05,broken clouds,0.0,0
305,Zeya,RU,53.75,127.27,65.3,92,73,3.44,broken clouds,0.0,0
306,Dhidhdhoo,MV,6.88,73.1,83.21,74,100,8.57,moderate rain,1.08,0
307,Akniste,LV,56.16,25.75,58.91,97,100,3.42,overcast clouds,0.0,0
308,Riverton,US,40.52,-111.94,91.0,18,1,10.29,clear sky,0.0,0
309,Marathon,US,44.9,-89.77,81.0,42,40,12.75,scattered clouds,0.0,0
310,Ullal,IN,12.8,74.85,77.0,94,40,2.53,mist,0.0,0
311,Hachinohe,JP,40.5,141.5,66.2,100,90,3.36,light rain,0.0,0
312,Dongsheng,CN,39.82,109.98,69.66,55,100,18.7,overcast clouds,0.0,0
313,South Sioux City,US,42.47,-96.41,88.0,54,1,10.29,clear sky,0.0,0
314,Songjianghe,CN,42.19,127.48,60.03,84,100,2.8,overcast clouds,0.0,0
315,Ust-Tarka,RU,55.57,75.7,58.77,82,35,6.64,scattered clouds,0.0,0
316,Vardo,NO,70.37,31.11,46.4,100,75,8.05,broken clouds,0.0,0
317,Khao Yoi,TH,13.24,99.82,75.99,80,100,2.82,overcast clouds,0.0,0
318,Mackay,AU,-21.15,149.2,59.0,93,77,5.82,broken clouds,0.0,0
319,Srednekolymsk,RU,67.45,153.68,61.88,67,76,11.54,broken clouds,0.0,0
320,Port Augusta,AU,-32.5,137.77,44.6,100,40,9.17,scattered clouds,0.0,0
321,Riyadh,SA,24.69,46.72,96.8,14,0,5.82,clear sky,0.0,0
322,Methoni,GR,36.82,21.7,79.0,73,0,7.87,clear sky,0.0,0
323,Seoul,KR,37.57,126.98,73.4,69,75,2.77,haze,0.0,0
324,Chara,RU,56.91,118.26,64.87,68,12,1.83,few clouds,0.0,0
325,Panaba,MX,21.28,-88.27,86.92,77,100,10.31,moderate rain,3.6,0
326,Bulgan,MN,48.81,103.53,52.16,80,90,2.06,overcast clouds,0.0,0
327,San Andres,CO,12.58,-81.7,87.8,70,20,13.87,few clouds,0.0,0
328,Melilla,ES,35.29,-2.94,77.0,78,0,4.7,clear sky,0.0,0
329,Pangnirtung,CA,66.15,-65.71,51.8,71,90,12.75,overcast clouds,0.0,0
330,Lugovoy,KZ,42.95,72.76,68.47,46,100,6.82,overcast clouds,0.0,0
331,Champerico,GT,14.3,-91.92,75.2,94,90,4.7,thunderstorm with light rain,0.0,0
332,Shimanovsk,RU,52.0,127.7,64.53,90,9,4.5,clear sky,0.0,0
333,Bambanglipuro,ID,-7.95,110.28,75.54,89,100,3.8,light rain,0.13,0
334,Dunedin,NZ,-45.87,170.5,43.0,62,60,1.99,broken clouds,0.0,0
335,Adrar,MR,20.5,-10.07,95.36,10,0,5.77,clear sky,0.0,0
336,Khash,IR,28.22,61.22,75.9,19,0,9.28,clear sky,0.0,0
337,Poronaysk,RU,49.22,143.12,53.6,92,100,2.64,overcast clouds,0.0,0
338,Bayanday,RU,53.07,105.51,57.87,85,100,1.83,overcast clouds,0.0,0
339,Belmonte,BR,-15.86,-38.88,77.0,69,40,5.82,scattered clouds,0.0,0
340,Puerto Palomas,MX,31.77,-107.62,105.8,9,1,8.05,clear sky,0.0,0
341,Bereda,ES,43.27,-7.54,60.01,87,11,14.0,few clouds,0.0,0
342,Timberlake,US,37.32,-79.26,93.2,46,75,3.36,broken clouds,0.0,0
343,Balkhash,KZ,46.84,74.98,75.88,51,54,8.81,broken clouds,0.0,0
344,Phalaborwa,ZA,-23.94,31.14,71.6,49,18,3.36,few clouds,0.0,0
345,Hami,CN,42.8,93.45,80.71,22,100,3.89,overcast clouds,0.0,0
346,Vila,PT,42.03,-8.16,73.0,62,0,8.99,clear sky,0.0,0
347,Altamira,BR,-3.2,-52.21,88.23,59,100,2.57,overcast clouds,0.0,0
348,Tiksi,RU,71.69,128.87,39.43,89,99,7.87,overcast clouds,0.0,0
349,Pitimbu,BR,-7.47,-34.81,82.4,74,40,12.75,scattered clouds,0.0,0
350,Vila Velha,BR,-20.33,-40.29,73.4,69,40,16.11,scattered clouds,0.0,0
351,Great Falls,US,47.5,-111.3,72.0,46,40,21.92,scattered clouds,0.0,0
352,New Amsterdam,GY,6.25,-57.52,81.64,87,97,3.87,light rain,0.74,0
353,Yar-Sale,RU,66.83,70.83,55.78,74,50,2.84,scattered clouds,0.0,0
354,Sorong,ID,-0.88,131.25,76.86,90,23,7.05,light rain,0.16,0
355,Baghdad,IQ,33.34,44.4,102.2,17,0,10.29,clear sky,0.0,0
356,Gladstone,AU,-23.85,151.25,57.2,87,43,4.7,scattered clouds,0.0,0
357,Point Pedro,LK,9.82,80.23,81.39,84,100,13.56,light rain,0.34,0
358,Constitucion,CL,-35.33,-72.42,55.54,78,24,6.22,few clouds,0.0,0
359,Roald,NO,62.58,6.13,54.0,76,75,11.41,broken clouds,0.0,0
360,Fare,PF,-16.7,-151.02,77.99,77,29,22.73,scattered clouds,0.0,0
361,Chifeng,CN,42.27,118.96,66.04,75,93,4.68,overcast clouds,0.0,0
362,Aboisso,CI,5.47,-3.21,73.99,92,100,4.5,overcast clouds,0.0,0
363,Petlawad,IN,23.0,74.8,78.57,82,97,16.33,overcast clouds,0.0,0
364,Umm Kaddadah,SD,13.6,26.69,86.14,44,3,7.02,light rain,0.14,0
365,Esil,KZ,51.96,66.4,71.58,83,0,6.87,clear sky,0.0,0
366,Kieta,PG,-6.22,155.63,78.78,77,91,5.48,light rain,0.39,0
367,Quatre Cocos,MU,-20.21,57.76,71.01,77,75,20.8,shower rain,0.0,0
368,Lulea,SE,65.58,22.15,55.4,87,93,3.36,overcast clouds,0.0,0
369,Kenai,US,60.55,-151.26,60.8,77,90,5.82,overcast clouds,0.0,0
370,Unity,CA,52.45,-109.17,68.0,76,100,4.0,light rain,0.55,0
371,Poyarkovo,RU,49.6,128.68,63.91,89,40,5.14,scattered clouds,0.0,0
372,Agirish,RU,61.92,63.02,73.42,66,47,5.55,scattered clouds,0.0,0
373,Kamenka,RU,51.32,42.77,64.99,61,0,4.0,clear sky,0.0,0
374,Puerto Escondido,MX,15.85,-97.07,87.8,70,75,5.82,broken clouds,0.0,0
375,Tigre,AR,-34.43,-58.58,57.2,62,95,9.17,overcast clouds,0.0,0
376,Skelleftea,SE,64.75,20.95,55.4,93,96,3.36,overcast clouds,0.0,0
377,Antalya,TR,36.77,30.72,82.4,78,0,4.7,clear sky,0.0,0
378,Ketchikan,US,55.34,-131.65,55.4,93,90,20.8,heavy intensity rain,5.08,0
379,Tazovskiy,RU,67.47,78.7,52.57,76,0,11.77,clear sky,0.0,0
380,Yvetot,FR,49.62,0.76,61.0,55,20,8.05,few clouds,0.0,0
381,Antofagasta,CL,-23.65,-70.4,60.8,63,20,12.75,few clouds,0.0,0
382,Georgetown,MY,5.41,100.34,80.6,100,40,5.84,scattered clouds,0.0,0
383,Nata,PA,8.33,-80.52,86.0,68,40,3.36,scattered clouds,0.0,0
384,Araouane,ML,18.9,-3.53,97.41,27,35,4.56,light rain,0.63,0
385,Karangasem,ID,-8.45,115.62,78.8,100,40,8.05,scattered clouds,0.0,0
386,Marsh Harbour,BS,26.54,-77.06,87.46,65,71,10.71,broken clouds,0.0,0
387,Marawi,PH,8.0,124.29,75.0,91,97,5.01,overcast clouds,0.0,0
388,Acajutla,SV,13.59,-89.83,69.01,100,99,1.01,light rain,0.85,0
389,Bonavista,CA,48.65,-53.11,54.0,86,100,1.99,light rain,0.51,0
390,Glendive,US,47.11,-104.71,82.4,42,40,12.75,scattered clouds,0.0,0
391,Bilma,NE,18.69,12.92,95.83,18,51,9.4,broken clouds,0.0,0
392,Bubaque,GW,11.28,-15.83,81.43,81,100,17.83,moderate rain,2.16,0
393,Mehtar Lam,AF,34.67,70.21,89.6,27,1,7.05,clear sky,0.0,0
394,Yook,PH,13.23,121.96,81.75,74,100,3.02,light rain,0.11,0
395,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,53.6,100,75,2.24,broken clouds,0.0,0
396,Smithers,CA,54.78,-127.17,53.6,93,90,4.7,light rain,0.0,0
397,Brownfield,US,33.18,-102.27,102.99,22,0,3.0,clear sky,0.0,0
398,Corsicana,US,32.1,-96.47,95.0,59,1,9.17,clear sky,0.0,0
399,Evensk,RU,61.95,159.23,52.54,96,100,5.26,light rain,0.42,0
400,Yeppoon,AU,-23.13,150.73,60.8,82,36,6.93,scattered clouds,0.0,0
401,Shingu,JP,33.73,135.98,74.26,94,53,5.75,light rain,0.22,0
402,Matadi,CD,-5.82,13.45,75.11,71,3,9.71,clear sky,0.0,0
403,Nerang,AU,-27.98,153.33,59.0,96,95,1.25,light rain,0.16,0
404,Beringovskiy,RU,63.05,179.32,53.04,76,96,2.1,overcast clouds,0.0,0
405,Pitea,SE,65.32,21.48,55.4,87,97,3.36,overcast clouds,0.0,0
406,Nchelenge,ZM,-9.35,28.73,69.39,71,1,5.21,clear sky,0.0,0
407,Lujan,AR,-34.57,-59.1,57.0,67,79,1.99,broken clouds,0.0,0
408,Avera,US,33.19,-82.53,93.2,52,40,5.82,scattered clouds,0.0,0
409,Ngunguru,NZ,-35.62,174.5,45.0,3,5,1.99,clear sky,0.0,0
410,Volchikha,RU,52.03,80.38,58.14,86,0,6.78,clear sky,0.0,0
411,Cobija,BO,-11.03,-68.77,86.23,48,0,1.61,clear sky,0.0,0
412,Mamallapuram,IN,12.63,80.17,84.2,83,40,4.7,scattered clouds,0.0,0
413,Krasnoarmeysk,RU,51.02,45.7,66.99,69,9,11.01,clear sky,0.0,0
414,Champawat,IN,29.33,80.1,64.06,100,71,1.72,light rain,0.67,0
415,Jibuti,DJ,11.5,42.5,100.4,19,1,9.17,clear sky,0.0,0
416,Kruisfontein,ZA,-34.0,24.73,56.95,76,100,6.91,light rain,0.36,0
417,Ust-Kuyga,RU,70.02,135.6,66.65,45,50,3.27,scattered clouds,0.0,0
418,Boueni,YT,-12.9,45.08,71.6,83,9,3.36,clear sky,0.0,0
419,Ulladulla,AU,-35.35,150.47,52.0,76,90,9.17,overcast clouds,0.0,0
420,Wajir,KE,1.75,40.06,81.19,49,56,16.69,broken clouds,0.0,0
421,Dwarka,IN,22.24,68.97,84.72,83,14,21.47,light rain,0.19,0
422,Honningsvag,NO,70.98,25.97,46.4,87,75,12.75,light intensity drizzle,0.0,0
423,Middelburg,ZA,-25.78,29.46,55.06,55,0,10.8,clear sky,0.0,0
424,Flin Flon,CA,54.77,-101.86,71.6,53,40,6.93,scattered clouds,0.0,0
425,Majene,ID,-3.54,118.97,77.5,86,100,12.62,overcast clouds,0.0,0
426,Bethel,US,41.37,-73.41,75.99,94,90,11.41,moderate rain,0.0,0
427,Muyezerskiy,RU,63.93,31.65,51.82,82,61,9.17,broken clouds,0.0,0
428,Shunyi,CN,40.12,116.65,77.0,88,100,2.24,mist,0.0,0
429,Ust-Ishim,RU,57.69,71.17,58.06,81,0,3.15,clear sky,0.0,0
430,Grand-Santi,GF,4.25,-54.38,86.0,68,4,3.04,light rain,0.15,0
431,San Patricio,MX,19.22,-104.7,89.6,79,75,11.41,broken clouds,0.0,0
432,Egersund,NO,58.45,6.0,54.0,75,42,7.0,scattered clouds,0.0,0
433,Jieshi,CN,22.81,115.83,82.6,87,57,10.74,broken clouds,0.0,0
434,Ondjiva,AO,-17.07,15.73,59.81,31,0,6.58,clear sky,0.0,0
435,Voh,NC,-20.97,164.7,61.56,79,53,5.17,broken clouds,0.0,0
436,Saint George,US,37.1,-113.58,100.99,7,1,3.36,clear sky,0.0,0
437,Pokaran,IN,26.92,71.92,90.05,60,48,22.66,scattered clouds,0.0,0
438,Caravelas,BR,-17.71,-39.25,74.17,75,14,6.29,few clouds,0.0,0
439,Pacific Grove,US,36.62,-121.92,71.6,68,40,9.17,scattered clouds,0.0,0
440,Camocim,BR,-2.9,-40.84,82.63,72,28,15.14,scattered clouds,0.0,0
441,Kapoeta,SS,4.77,33.59,79.39,53,96,6.89,overcast clouds,0.0,0
442,Kasama,ZM,-10.21,31.18,60.33,78,8,3.69,clear sky,0.0,0
443,Nelson Bay,AU,-32.72,152.15,54.0,100,90,4.7,light intensity shower rain,0.0,0
444,Imeni Poliny Osipenko,RU,52.42,136.49,52.81,94,0,4.85,clear sky,0.0,0
445,Ekhabi,RU,53.51,142.97,50.67,93,100,4.29,overcast clouds,0.0,0
446,Presidente Epitacio,BR,-21.76,-52.12,78.24,52,40,4.5,scattered clouds,0.0,0
447,Maniitsoq,GL,65.42,-52.9,41.41,86,11,2.26,few clouds,0.0,0
448,Waspan,NI,14.74,-83.97,89.6,70,40,11.41,scattered clouds,0.0,0
449,Bathsheba,BB,13.22,-59.52,87.8,62,20,23.04,few clouds,0.0,0
450,Aktau,KZ,43.65,51.2,80.6,74,22,8.95,few clouds,0.0,0
451,Acapulco,MX,16.86,-99.89,89.6,70,5,12.75,clear sky,0.0,0
452,Galesong,ID,-5.32,119.37,77.0,94,75,2.24,broken clouds,0.0,0
453,Erdenet,MN,49.03,104.08,50.88,84,55,1.77,broken clouds,0.0,0
454,Poum,NC,-20.23,164.02,68.47,71,48,13.71,scattered clouds,0.0,0
455,Fairmount,US,43.05,-76.24,93.2,34,75,11.41,broken clouds,0.0,0
456,Touros,BR,-5.2,-35.46,82.4,74,40,11.41,scattered clouds,0.0,0
457,Lazaro Cardenas,MX,17.96,-102.2,88.11,64,8,12.57,clear sky,0.0,0
458,Port Blair,IN,11.67,92.75,81.91,80,100,8.19,overcast clouds,0.0,0
459,Murupara,NZ,-38.47,176.7,39.0,99,14,1.01,few clouds,0.0,0
460,Wilmington,US,34.23,-77.94,90.0,55,75,3.36,broken clouds,0.0,0
461,Waingapu,ID,-9.66,120.26,72.59,84,20,9.42,few clouds,0.0,0
462,Tucumcari,US,35.17,-103.72,100.4,22,1,4.7,clear sky,0.0,0
463,Zhob,PK,31.34,69.45,84.96,19,0,8.59,clear sky,0.0,0
464,Drochia,MD,48.03,27.82,69.42,64,0,6.2,clear sky,0.0,0
465,Banda Aceh,ID,5.56,95.32,79.79,79,80,5.32,broken clouds,0.0,0
466,Shahr-E Babak,IR,30.12,55.12,76.14,18,11,19.8,few clouds,0.0,0
467,Isoka,ZM,-10.16,32.63,59.47,81,8,2.26,clear sky,0.0,0
468,Zhigansk,RU,66.77,123.37,61.92,61,100,14.12,overcast clouds,0.0,0
469,Paracuru,BR,-3.41,-39.03,81.0,75,70,17.0,broken clouds,0.0,0
470,Praia,CV,14.92,-23.51,82.4,74,75,8.05,broken clouds,0.0,0
471,Soyo,AO,-6.13,12.37,73.35,83,100,11.56,overcast clouds,0.0,0
472,Indramayu,ID,-6.33,108.32,76.51,81,92,7.09,overcast clouds,0.0,0
473,Abay,KZ,49.63,72.85,59.0,93,90,4.47,fog,0.0,0
474,Yarovoye,RU,52.93,78.58,59.59,77,0,7.63,clear sky,0.0,0
475,Nehe,CN,48.48,124.83,63.88,82,0,2.53,clear sky,0.0,0
476,Vila Franca Do Campo,PT,37.72,-25.43,69.8,73,75,10.29,broken clouds,0.0,0
477,Acarau,BR,-2.89,-40.12,80.71,77,42,14.34,scattered clouds,0.0,0
478,Mitchell,US,43.71,-98.03,80.6,74,1,13.87,clear sky,0.0,0
479,Mogadishu,SO,2.04,45.34,78.46,82,92,17.34,light rain,0.14,0
480,Humaita,BR,-7.51,-63.02,94.19,32,13,3.0,few clouds,0.0,0
481,Klaksvik,FO,62.23,-6.59,50.0,57,90,13.87,overcast clouds,0.0,0
482,Quelimane,MZ,-17.88,36.89,71.6,88,0,5.82,clear sky,0.0,0
483,Zhezkazgan,KZ,47.8,67.71,75.99,54,85,8.97,overcast clouds,0.0,0
484,Rudbar,AF,30.15,62.6,87.37,15,0,12.88,clear sky,0.0,0
485,Masakin,TN,35.73,10.58,78.8,74,0,9.17,clear sky,0.0,0
486,Goure,NE,13.98,10.27,83.14,50,65,13.82,broken clouds,0.0,0
487,Jishou,CN,28.32,109.72,75.69,93,100,3.89,light rain,0.95,0
488,Taltal,CL,-25.4,-70.48,61.23,63,34,2.1,scattered clouds,0.0,0
489,Jaltenango,MX,15.87,-92.72,79.07,75,89,2.1,moderate rain,1.66,0
490,Pingshan,CN,22.99,114.71,79.74,90,100,5.77,light rain,0.12,0
491,Lensk,RU,60.73,114.93,58.82,90,11,2.53,few clouds,0.0,0
492,North Platte,US,41.12,-100.77,87.8,55,40,12.75,scattered clouds,0.0,0
493,Opuwo,NA,-18.06,13.84,49.05,50,0,6.04,clear sky,0.0,0
494,Aykhal,RU,66.0,111.5,57.2,100,90,4.47,light rain,0.0,0
495,Bilimbay,RU,56.97,59.81,69.8,83,0,2.55,clear sky,0.0,0
496,Ouadda,CF,8.08,22.4,69.67,90,100,1.32,overcast clouds,0.0,0
497,Serebryansk,KZ,49.69,83.29,66.2,88,90,4.47,thunderstorm with light rain,0.0,0
498,Abapo,BO,-18.83,-63.47,87.39,30,29,13.04,scattered clouds,0.0,0
499,Pinawa,CA,50.15,-95.88,75.42,53,22,10.02,few clouds,0.0,0
500,Winona,US,43.97,-91.77,82.0,57,40,8.05,scattered clouds,0.0,0
501,Hefei,CN,31.86,117.28,78.8,100,75,6.71,mist,0.0,0
502,Nanortalik,GL,60.14,-45.24,46.08,91,100,8.23,overcast clouds,0.0,0
503,Tarakan,ID,3.3,117.63,79.23,81,100,2.13,moderate rain,1.93,0
504,Puri,IN,19.8,85.85,84.2,89,20,6.93,haze,0.0,0
505,Borogontsy,RU,62.67,131.17,56.53,83,100,7.02,overcast clouds,0.0,0
506,Esso,RU,55.93,158.7,60.4,79,100,2.04,overcast clouds,0.0,0
507,Tambun,ID,-6.26,107.07,78.01,94,40,4.7,thunderstorm with light rain,0.0,0
508,Polis,CY,35.04,32.43,78.8,88,20,6.93,few clouds,0.0,0
509,Te Anau,NZ,-45.42,167.72,43.12,84,100,6.46,overcast clouds,0.0,0
510,Menongue,AO,-14.66,17.69,59.63,33,0,3.44,clear sky,0.0,0
511,Oranjemund,NA,-28.55,16.43,55.83,69,0,21.43,light rain,0.25,0
512,Makokou,GA,0.57,12.86,72.03,93,100,3.76,moderate rain,3.27,0
513,Jiayuguan,CN,39.82,98.3,72.68,24,100,3.53,overcast clouds,0.0,0
514,Kavaratti,IN,10.57,72.64,82.67,74,100,9.73,overcast clouds,0.0,0
515,Caramay,PH,10.18,119.24,79.59,79,100,3.76,light rain,0.22,0
516,Bara,NG,10.37,10.73,73.98,84,67,6.26,light rain,0.12,0
517,Moses Lake,US,47.13,-119.28,80.6,26,1,5.82,clear sky,0.0,0
518,Shizunai,JP,42.33,142.37,64.15,74,100,4.25,overcast clouds,0.0,0
519,Rockwall,US,32.9,-96.4,96.01,59,10,1.99,clear sky,0.0,0
520,Labytnangi,RU,66.66,66.42,57.04,67,0,3.58,clear sky,0.0,0
521,Camacupa,AO,-12.02,17.48,62.44,38,4,1.32,clear sky,0.0,0
522,Outlook,CA,51.5,-107.05,76.33,49,100,11.05,overcast clouds,0.0,0
523,Vuktyl,RU,63.86,57.31,66.47,88,100,4.81,light rain,0.2,0
524,Kailua,US,21.4,-157.74,84.2,65,40,11.41,scattered clouds,0.0,0
525,Mount Pleasant,US,32.79,-79.86,87.8,79,40,9.17,scattered clouds,0.0,0
526,Mirabad,AF,30.44,61.84,91.09,14,0,25.66,clear sky,0.0,0
527,Abu Kamal,SY,34.45,40.92,91.63,21,25,8.46,scattered clouds,0.0,0
528,Gunnedah,AU,-30.98,150.25,51.8,100,90,5.82,overcast clouds,0.0,0
529,Sorland,NO,67.67,12.69,53.6,81,40,8.05,scattered clouds,0.0,0
530,Marienburg,PL,54.04,19.03,66.0,93,41,10.29,scattered clouds,0.0,0
531,Sumbe,AO,-11.21,13.84,70.48,83,93,6.91,overcast clouds,0.0,0
532,Olinda,BR,-8.01,-34.86,80.6,74,75,16.11,broken clouds,0.0,0
533,Sanchursk,RU,56.94,47.25,58.69,79,0,5.79,clear sky,0.0,0
534,Marzuq,YE,14.4,46.47,89.55,26,65,4.59,broken clouds,0.0,0
535,Broome,US,42.25,-75.83,80.01,73,75,8.05,broken clouds,0.0,0
536,Pringsewu,ID,-5.36,104.97,72.79,91,84,1.25,broken clouds,0.0,0
537,Friesoythe,DE,53.02,7.85,55.0,80,0,1.99,clear sky,0.0,0
538,Rawson,AR,-43.3,-65.1,44.91,55,0,21.23,clear sky,0.0,0
539,Azad Shahr,IR,34.79,48.57,73.54,22,36,9.06,scattered clouds,0.0,0
540,Tukrah,LY,32.53,20.58,74.86,70,0,10.29,clear sky,0.0,0
541,Curaca,BR,-8.99,-39.91,83.75,42,100,14.61,overcast clouds,0.0,0
542,Komsomolskiy,UZ,40.43,71.72,78.8,31,75,11.41,broken clouds,0.0,0
543,Arona,ES,28.1,-16.68,75.2,69,20,19.46,few clouds,0.0,0
544,Leningradskiy,RU,69.38,178.42,45.61,79,20,10.27,few clouds,0.0,0
545,Abu Dhabi,AE,24.47,54.37,95.0,63,0,4.7,clear sky,0.0,0
546,Whitehorse,CA,60.72,-135.05,59.0,54,90,9.17,overcast clouds,0.0,0
547,Bure,ET,10.7,37.07,56.71,94,88,2.84,light rain,0.28,0
548,Ewa Beach,US,21.32,-158.01,84.2,54,1,9.17,clear sky,0.0,0
549,Bilibino,RU,68.05,166.44,65.12,58,100,2.77,overcast clouds,0.0,0
550,Belaya Gora,RU,68.53,146.42,65.21,57,7,5.55,clear sky,0.0,0
551,Kahului,US,20.89,-156.47,86.0,51,40,20.8,scattered clouds,0.0,0
552,Xining,CN,36.62,101.77,58.19,53,100,2.57,overcast clouds,0.0,0
553,Morondava,MG,-20.28,44.28,70.74,85,0,10.67,clear sky,0.0,0
554,Piranshahr,IR,36.7,45.14,66.99,56,0,4.68,clear sky,0.0,0
